,name,github_id,description,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,projectrank,show,projectrank_placing,trending,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,dependent_project_count,github_dependent_project_count,labels,updated_github_id,gitlab_id,gitlab_url
0,nixpkgs,NixOS/nixpkgs,Nix Packages collection & NixOS.,discovery,https://github.com/NixOS/nixpkgs,https://github.com/NixOS/nixpkgs,MIT,2012-06-04 02:49:46,2026-01-12 00:17:41,2026-01-12 00:05:27,926166.0,46643.0,17421.0,271.0,425853.0,8399.0,43507.0,23031,33,True,1,-4.0,,,,,,,,,,,,
1,Devbox,jetify-com/devbox,"Instant, portable, and predictable development environments.",development,https://github.com/jetify-com/devbox,https://github.com/jetify-com/devbox,Apache-2.0,2022-08-18 20:27:16,2026-01-08 09:21:48,2025-12-17 16:54:18,1718.0,13.0,286.0,42.0,1943.0,391.0,422.0,11129,29,True,1,,2025-08-18 20:03:27,0.16.0,1741645.0,66986.0,100.0,94.0,,,,,,
2,Home Manager,nix-community/home-manager,Manage your user configuration just like NixOS.,nixos-modules,https://github.com/nix-community/home-manager,https://github.com/nix-community/home-manager,MIT,2017-01-14 12:11:06,2026-01-10 18:06:49,2026-01-10 18:06:42,6070.0,476.0,2247.0,50.0,5505.0,679.0,2309.0,9184,27,True,1,,,,,,,1506.0,,,,,,
3,nickel,tweag/nickel,Better configuration for less.,programming-languages,https://github.com/tweag/nickel,https://github.com/tweag/nickel,MIT,2019-01-08 21:43:11,2026-01-09 21:44:16,2026-01-07 23:08:44,4937.0,434.0,108.0,30.0,1706.0,135.0,552.0,2808,27,True,1,,2025-12-11 22:41:35,1.15.1,156232.0,3396.0,28.0,92.0,,,,,,
4,devenv,cachix/devenv,A Nix-based tool for creating developer shell environments quickly and reproducibly.,development,https://github.com/cachix/devenv,https://github.com/cachix/devenv,Apache-2.0,2022-10-22 20:10:10,2026-01-11 13:13:20,2026-01-11 12:08:08,5169.0,667.0,445.0,25.0,1194.0,300.0,891.0,6158,26,True,1,,2025-11-27 17:34:14,1.11.2,,,41.0,253.0,1.0,1.0,,,,
5,NixOS-WSL,nix-community/NixOS-WSL,Modules for running NixOS on the Windows Subsystem for Linux.,nixos-modules,https://github.com/nix-community/NixOS-WSL,https://github.com/nix-community/NixOS-WSL,Apache-2.0,2019-12-07 22:29:47,2026-01-05 02:05:20,2025-12-15 23:23:34,707.0,47.0,152.0,25.0,632.0,36.0,212.0,2668,26,True,1,,2025-08-11 23:21:42,2505.7.0,66670.0,1130.0,10.0,46.0,,,,,,
6,patchelf,NixOS/patchelf,A small utility to modify the dynamic linker and RPATH of ELF executables.,command-line-tools,https://github.com/NixOS/patchelf,https://github.com/NixOS/patchelf,GPL-3.0,2011-12-06 21:27:51,2025-12-15 01:02:35,2025-11-11 16:03:03,981.0,6.0,500.0,75.0,339.0,114.0,175.0,4118,25,True,1,,2025-08-13 03:38:12,0.15.5,8994153.0,138371.0,32.0,99.0,,,,,,
7,install-nix-action,cachix/install-nix-action,Installs Nix on GitHub Actions for the supported platforms: Linux and macOS.,github-actions,https://github.com/cachix/install-nix-action,https://github.com/cachix/install-nix-action,Apache-2.0,2019-10-02 09:31:59,2025-12-28 17:34:29,2025-12-11 15:19:38,388.0,15.0,87.0,10.0,150.0,16.0,98.0,645,25,True,1,,2025-12-11 15:22:09,31.9.0,,,51.0,34.0,35752.0,35752.0,,,,
8,nix-installer,DeterminateSystems/nix-installer,Opinionated alternative to the official Nix install scripts.,installation-media,https://github.com/DeterminateSystems/nix-installer,https://github.com/DeterminateSystems/nix-installer,LGPL-2.1,2022-09-02 19:10:48,2026-01-11 00:04:03,2025-12-24 04:31:04,794.0,18.0,92.0,13.0,857.0,381.0,500.0,3371,24,True,1,,2025-12-24 04:31:09,3.15.1,972493.0,27785.0,100.0,34.0,3.0,3.0,,,,
9,nixos-hardware,NixOS/nixos-hardware,A collection of NixOS modules covering hardware quirks.,nixos-modules,https://github.com/NixOS/nixos-hardware,https://github.com/NixOS/nixos-hardware,CC0-1.0,2016-02-08 10:50:14,2026-01-11 09:04:54,2025-12-31 12:48:04,2557.0,100.0,836.0,62.0,1321.0,169.0,231.0,2880,23,True,1,,2021-05-29 08:24:13,mnt-reform2-nitrogen8m-v1,1587.0,28.0,2.0,511.0,,,,,,
10,NUR,nix-community/NUR,Nix User Repositories.,overlays,https://github.com/nix-community/NUR,https://github.com/nix-community/NUR,MIT,2018-02-28 18:49:50,2026-01-11 23:45:00,2026-01-11 23:41:33,38075.0,2815.0,453.0,15.0,924.0,31.0,98.0,1741,23,True,1,,,,,,,570.0,,,,,,
11,treefmt,numtide/treefmt,"One CLI to format the code tree, using formatters such as alejandra, prettier, etc.",command-line-tools,https://github.com/numtide/treefmt,https://github.com/numtide/treefmt,MIT,2020-12-18 10:30:54,2026-01-08 14:08:14,2026-01-08 14:08:12,799.0,30.0,48.0,13.0,433.0,56.0,158.0,900,23,True,1,,2025-10-18 17:45:57,2.4.0,81296.0,1451.0,29.0,21.0,8.0,8.0,,,,
12,haskell.nix,input-output-hk/haskell.nix,Alternative Haskell Infrastructure for Nixpkgs.,programming-languages,https://github.com/input-output-hk/haskell.nix,https://github.com/input-output-hk/haskell.nix,Apache-2.0,2018-04-20 16:00:09,2026-01-11 00:52:01,2026-01-11 00:52:01,4087.0,103.0,247.0,18.0,1492.0,165.0,804.0,618,23,True,1,,2025-06-25 08:28:33,nix-tools-0.3.8,18182.0,826.0,15.0,162.0,,,['haskell'],,,
13,flox,flox/flox,"Manage and share development environments, package projects, and publish artifacts anywhere.",development,https://github.com/flox/flox,https://github.com/flox/flox,GPL-2.0,2022-12-22 15:52:43,2026-01-10 01:25:54,2026-01-08 23:28:25,4163.0,345.0,106.0,19.0,2255.0,374.0,1249.0,3714,22,True,1,,2025-12-31 00:34:43,1.8.1,20.0,0.0,57.0,51.0,,,,,,
14,NixVim,nix-community/nixvim,A NeoVim distribution built with Nix modules and Nixpkgs.,editors-and-ides,https://github.com/nix-community/nixvim,https://github.com/nix-community/nixvim,MIT,2020-12-30 01:08:04,2026-01-11 12:18:38,2026-01-08 21:09:06,4321.0,459.0,364.0,12.0,3028.0,139.0,760.0,2582,22,True,1,,,,,,,272.0,,,,,,
15,nixfmt,NixOS/nixfmt,"A formatter for Nix code, intended to easily apply a uniform style.",command-line-tools,https://github.com/NixOS/nixfmt,https://github.com/NixOS/nixfmt,MPL-2.0,2018-08-02 12:33:51,2026-01-09 09:50:43,2026-01-09 09:02:48,627.0,25.0,63.0,29.0,176.0,24.0,165.0,1392,22,True,1,,2026-01-09 09:50:43,1.2.0,9273.0,118.0,10.0,37.0,,,,,,
16,nvf,notashelf/nvf,"Highly modular, configurable, extensible and easy to use Neovim configuration in Nix.",editors-and-ides,https://github.com/NotAShelf/nvf,https://github.com/NotAShelf/nvf,MIT,2023-02-01 17:13:58,2026-01-11 12:43:42,2026-01-11 12:39:04,2845.0,163.0,191.0,5.0,817.0,86.0,309.0,1310,22,True,1,,2025-12-12 12:21:36,0.8,,,7.0,125.0,,,,,,
17,update-flake-lock,DeterminateSystems/update-flake-lock,This is a GitHub Action that updates the flake.lock file for your Nix flake whenever it is run.,github-actions,https://github.com/DeterminateSystems/update-flake-lock,https://github.com/DeterminateSystems/update-flake-lock,MIT,2021-10-18 18:39:57,2026-01-11 00:01:30,2025-12-10 20:29:30,305.0,33.0,41.0,5.0,180.0,25.0,29.0,366,22,True,2,,2025-11-26 21:23:21,28,,,28.0,28.0,3332.0,3332.0,,,,
18,nix-darwin,nix-darwin/nix-darwin,Manage macOS configuration just like on NixOS.,nixos-modules,https://github.com/nix-darwin/nix-darwin,https://github.com/nix-darwin/nix-darwin,MIT,2016-10-16 14:26:46,2026-01-06 17:12:14,2026-01-06 16:55:03,2305.0,41.0,573.0,31.0,883.0,289.0,505.0,4913,21,True,1,,,,,,,274.0,,,,,,
19,Stylix,nix-community/stylix,System-wide colorscheming and typography for NixOS.,theming,https://github.com/nix-community/stylix,https://github.com/nix-community/stylix,MIT,2020-12-21 15:50:00,2026-01-10 20:02:04,2026-01-10 20:02:04,1326.0,110.0,295.0,12.0,1411.0,189.0,432.0,2081,21,True,1,,,,,,,180.0,,,,,,
20,nixos-apple-silicon,nix-community/nixos-apple-silicon,Resources to install NixOS bare metal on Apple Silicon Macs.,installation-media,https://github.com/nix-community/nixos-apple-silicon,https://github.com/nix-community/nixos-apple-silicon,MIT,2021-12-14 00:25:40,2026-01-09 23:15:36,2026-01-05 18:26:07,683.0,42.0,132.0,32.0,173.0,31.0,199.0,1330,21,True,1,,2025-11-20 01:51:21,release-2025-11-18,4371.0,95.0,86.0,40.0,,,,,,
21,nixd,nix-community/nixd,"Nix language server, based on Nix libraries.",development,https://github.com/nix-community/nixd,https://github.com/nix-community/nixd,LGPL-3.0,2023-05-10 08:41:17,2026-01-11 10:09:00,2026-01-11 05:05:53,1354.0,48.0,56.0,8.0,490.0,59.0,220.0,1279,21,True,1,1.0,2026-01-11 04:34:48,2.8.2,,,31.0,48.0,,,,,,
22,Athena,Athena-OS/athena,Arch/Nix-based distro focused on Cybersecurity.,distributions,https://github.com/Athena-OS/athena,https://github.com/Athena-OS/athena,MIT,2022-06-14 21:39:15,2025-12-30 18:34:31,2025-12-30 18:34:31,604.0,72.0,97.0,29.0,19.0,9.0,139.0,1178,21,True,1,,2025-10-14 16:48:02,25.11,16067.0,373.0,14.0,8.0,,,,,,
23,nix-bitcoin,fort-nix/nix-bitcoin,Modules and packages for Bitcoin nodes with higher-layer protocols with an emphasis on security.,nixos-modules,https://github.com/fort-nix/nix-bitcoin,https://github.com/fort-nix/nix-bitcoin,MIT,2018-12-06 16:06:42,2026-01-06 17:50:57,2026-01-06 17:39:59,2190.0,24.0,119.0,19.0,599.0,36.0,177.0,591,21,True,1,,2026-01-06 17:50:51,0.0.135,8309.0,140.0,100.0,31.0,,,,,,
24,nix-index-database,nix-community/nix-index-database,Weekly updated nix-index database.,command-line-tools,https://github.com/nix-community/nix-index-database,https://github.com/nix-community/nix-index-database,MIT,2020-12-09 08:37:01,2025-12-15 01:04:40,2025-12-09 07:59:41,556.0,30.0,45.0,3.0,129.0,3.0,39.0,481,21,True,1,,2025-12-09 08:18:11,2025-12-09-080420,528774.0,22990.0,100.0,37.0,,,,,,
25,nix-installer-action,DeterminateSystems/nix-installer-action,"The fast, friendly, and reliable GitHub Action to install Nix with Flakes.",github-actions,https://github.com/DeterminateSystems/nix-installer-action,https://github.com/DeterminateSystems/nix-installer-action,LGPL-2.1,2023-01-13 18:03:12,2025-12-09 18:54:51,2025-12-09 18:54:50,354.0,11.0,26.0,3.0,176.0,17.0,25.0,216,21,True,3,,2025-11-12 14:16:39,21,,,21.0,14.0,7650.0,7650.0,,,,
26,nix.dev,NixOS/nix.dev,Official documentation for getting things done with Nix.,learning,https://github.com/NixOS/nix.dev,https://github.com/NixOS/nix.dev,CC-BY-SA-4.0,2016-05-04 10:32:21,2026-01-10 03:10:14,2026-01-09 15:21:19,1920.0,8.0,308.0,37.0,871.0,128.0,190.0,3545,20,True,1,-1.0,,,,,,188.0,,,,,,
27,NixOS & Flakes Book,ryan4yin/nixos-and-flakes-book,An unofficial and opinionated NixOS & Flakes book for beginners.,learning,https://github.com/ryan4yin/nixos-and-flakes-book,https://github.com/ryan4yin/nixos-and-flakes-book,CC-BY-SA-4.0,2023-06-23 05:59:01,2026-01-01 04:16:11,2026-01-01 04:16:10,640.0,11.0,137.0,16.0,149.0,4.0,49.0,2958,20,True,1,,2025-12-30 04:52:32,0.6.1,1742.0,60.0,42.0,84.0,,,,,,
28,nixos-anywhere,nix-community/nixos-anywhere,Install NixOS everywhere via SSH.,installation-media,https://github.com/nix-community/nixos-anywhere,https://github.com/nix-community/nixos-anywhere,MIT,2022-11-09 12:36:38,2026-01-11 03:29:03,2025-12-23 15:17:24,867.0,10.0,179.0,18.0,402.0,72.0,140.0,2758,20,True,2,,2025-11-13 15:01:46,1.13.0,,,16.0,79.0,,,,,,
29,nix-direnv,nix-community/nix-direnv,A fast loader and flake-compliant configuration for the direnv environment auto-loader.,development,https://github.com/nix-community/nix-direnv,https://github.com/nix-community/nix-direnv,MIT,2019-09-27 07:43:47,2026-01-11 03:55:21,2026-01-11 02:49:19,1085.0,75.0,131.0,15.0,447.0,7.0,213.0,2486,20,True,1,,2025-05-09 15:21:02,3.0.7,,,37.0,82.0,,,,,,
30,ryan4yin/nix-config,ryan4yin/nix-config,Nix config for both desktops(NixOS+macOS) and homelab servers(NixOS).,nix-configurations,https://github.com/ryan4yin/nix-config,https://github.com/ryan4yin/nix-config,MIT,2023-04-22 17:29:16,2026-01-08 17:08:01,2026-01-08 17:07:49,1971.0,91.0,87.0,10.0,179.0,,62.0,1731,20,True,1,,2026-01-05 05:30:48,0.15.0,,,33.0,14.0,,,,,,
31,alejandra,kamadorueda/alejandra,An opinionated Nix code formatter optimized for speed and consistency.,command-line-tools,https://github.com/kamadorueda/alejandra,https://github.com/kamadorueda/alejandra,Unlicense,2022-01-26 22:52:25,2026-01-11 18:15:55,2026-01-11 18:15:55,565.0,1.0,53.0,7.0,312.0,62.0,98.0,1274,20,True,1,,2025-04-10 22:34:11,4.0.0,32341.0,688.0,19.0,26.0,10.0,10.0,,,,
32,crane,ipetkov/crane,A Nix library for building Cargo projects with incremental artifact caching.,programming-languages,https://github.com/ipetkov/crane,https://github.com/ipetkov/crane,MIT,2022-01-16 04:23:52,2026-01-07 00:02:50,2026-01-07 00:02:24,797.0,26.0,117.0,6.0,503.0,25.0,273.0,1254,20,True,1,,2025-12-26 19:02:24,0.22.0,,,57.0,65.0,,,['rust'],,,
33,poetry2nix,nix-community/poetry2nix,Build Python packages directly from Poetrys `poetry.lock` files.,programming-languages,https://github.com/nix-community/poetry2nix,https://github.com/nix-community/poetry2nix,MIT,2019-06-17 15:26:38,2026-01-11 21:54:31,2025-04-03 14:27:04,3486.0,,451.0,7.0,1416.0,170.0,324.0,938,20,True,1,,2025-03-19 15:29:55,2025.3.1955794,,,100.0,334.0,,,['python'],,,
34,crate2nix,nix-community/crate2nix,rebuild only changed crates in CI with crate2nix and nix.,programming-languages,https://github.com/nix-community/crate2nix,https://github.com/nix-community/crate2nix,Apache-2.0,2019-03-24 22:00:59,2026-01-07 13:22:37,2025-02-13 19:12:43,1357.0,,100.0,10.0,199.0,100.0,115.0,449,20,True,1,,2024-06-30 15:14:42,0.14.1,,,18.0,51.0,51.0,51.0,['rust'],,,
35,microvm,astro/microvm.nix,NixOS-based MicroVMs.,virtualisation,https://github.com/microvm-nix/microvm.nix,https://github.com/microvm-nix/microvm.nix,MIT,2021-06-24 00:35:04,2026-01-10 22:58:35,2026-01-10 22:58:29,1047.0,55.0,163.0,20.0,249.0,49.0,161.0,2078,19,True,1,,,,,,,83.0,,,,microvm-nix/microvm.nix,,
36,lanzaboote,nix-community/lanzaboote,Secure Boot for NixOS.,nixos-modules,https://github.com/nix-community/lanzaboote,https://github.com/nix-community/lanzaboote,GPL-3.0,2022-11-21 11:10:07,2026-01-06 10:58:02,2026-01-06 10:57:10,928.0,81.0,87.0,17.0,366.0,36.0,133.0,1490,19,True,2,,2025-12-10 16:06:43,1.0.0,,,8.0,45.0,,,,,,
37,rust-overlay,oxalica/rust-overlay,Pure and reproducible nix overlay of binary distributed Rust toolchains.,programming-languages,https://github.com/oxalica/rust-overlay,https://github.com/oxalica/rust-overlay,MIT,2021-01-01 12:18:06,2026-01-11 02:54:45,2026-01-11 02:54:16,2038.0,92.0,83.0,8.0,77.0,14.0,153.0,1374,19,True,1,,,,,,,25.0,,,['rust'],,,
38,System Manager,numtide/system-manager,A non-NixOS Linux system configuration tool built on Nix.,overlays,https://github.com/numtide/system-manager,https://github.com/numtide/system-manager,MIT,2023-03-22 16:38:41,2026-01-10 21:54:55,2026-01-10 21:54:02,761.0,91.0,38.0,18.0,242.0,39.0,30.0,1321,19,True,1,3.0,2026-01-06 17:54:22,1.0.0,,,1.0,27.0,,,,,,
39,mobile-nixos,mobile-nixos/mobile-nixos,NixOS for mobile devices like phones.,distributions,https://github.com/mobile-nixos/mobile-nixos,https://github.com/mobile-nixos/mobile-nixos,MIT,2018-06-10 01:00:58,2025-11-13 20:18:58,2025-11-13 20:18:58,3139.0,6.0,204.0,45.0,542.0,141.0,167.0,1210,19,True,1,,,,,,,51.0,,,,,,
40,hnix,haskell-nix/hnix,A Haskell re-implementation of the Nix expression language.,programming-languages,https://github.com/haskell-nix/hnix,https://github.com/haskell-nix/hnix,BSD-3-Clause,2014-06-28 23:30:50,2025-11-21 01:08:44,2025-11-21 01:08:38,3683.0,7.0,116.0,32.0,591.0,132.0,368.0,823,19,True,1,,2023-11-20 21:43:20,0.17.0,,,26.0,64.0,,,['haskell'],,,
41,git-hooks.nix,cachix/git-hooks.nix,Seamless integration of git hooks with Nix.,development,https://github.com/cachix/git-hooks.nix,https://github.com/cachix/git-hooks.nix,Apache-2.0,2019-08-16 13:01:11,2026-01-01 15:40:37,2026-01-01 15:39:01,1149.0,58.0,211.0,4.0,479.0,57.0,135.0,762,19,True,1,,,,,,,150.0,,,,,,
42,nix-update,Mic92/nix-update,Update versions/source hashes of nix packages.,development,https://github.com/Mic92/nix-update,https://github.com/Mic92/nix-update,MIT,2020-03-05 11:31:09,2026-01-11 03:45:10,2026-01-11 03:45:10,916.0,75.0,87.0,9.0,398.0,42.0,88.0,693,19,True,1,,2025-12-11 21:03:54,1.14.0,,,48.0,71.0,,,,,,
43,catppuccin/nix,catppuccin/nix,Catppuccin for Nix brings the soothing pastel aesthetics of the Catppuccin theme to your NixOS and home-manager..,theming,https://github.com/catppuccin/nix,https://github.com/catppuccin/nix,MIT,2023-03-27 01:56:44,2026-01-09 21:55:19,2026-01-09 13:59:24,584.0,45.0,90.0,5.0,580.0,32.0,195.0,658,19,True,2,1.0,2026-01-06 15:38:24,25.11,,,9.0,80.0,,,,,,
44,emacs-overlay,nix-community/emacs-overlay,Bleeding edge Emacs overlay.,overlays,https://github.com/nix-community/emacs-overlay,https://github.com/nix-community/emacs-overlay,,2018-12-28 10:46:06,2026-01-11 17:12:04,2026-01-11 17:12:03,18074.0,604.0,174.0,10.0,220.0,7.0,292.0,595,19,True,1,,,,,,,85.0,,,,,,
45,nixpkgs-review,Mic92/nixpkgs-review,The best tool to verify that a pull-request in Nixpkgs is building properly.,development,https://github.com/Mic92/nixpkgs-review,https://github.com/Mic92/nixpkgs-review,MIT,2018-03-17 13:30:00,2025-12-22 21:36:14,2025-12-22 19:39:19,950.0,11.0,88.0,9.0,371.0,59.0,150.0,556,19,True,1,,2025-12-22 21:36:14,3.6.0,,,41.0,72.0,,,,,,
46,magic-nix-cache-action,DeterminateSystems/magic-nix-cache-action,"Save 30-50%+ of CI time without any effort or cost. Use Magic Nix Cache, a totally free and zero-configuration binary..",github-actions,https://github.com/DeterminateSystems/magic-nix-cache-action,https://github.com/DeterminateSystems/magic-nix-cache-action,MIT,2023-06-23 16:48:28,2026-01-07 14:38:54,2026-01-07 04:37:07,299.0,4.0,30.0,6.0,129.0,22.0,13.0,487,19,True,3,,2025-07-15 02:38:56,13,,,13.0,13.0,5317.0,5317.0,,,,
47,nixos-images,nix-community/nixos-images,Automatically build (netboot) images for NixOS.,installation-media,https://github.com/nix-community/nixos-images,https://github.com/nix-community/nixos-images,MIT,2021-06-10 04:52:45,2026-01-08 01:11:20,2025-12-26 17:26:55,671.0,27.0,56.0,5.0,357.0,6.0,27.0,354,19,True,2,,2025-12-26 17:30:28,nixos-25.11,26443.0,539.0,13.0,25.0,,,,,,
48,awesome-nix,nix-community/awesome-nix,A curated list of the best resources in the Nix community.,learning,https://github.com/nix-community/awesome-nix,https://github.com/nix-community/awesome-nix,CC0-1.0,2019-05-15 14:59:41,2025-12-12 00:08:50,2025-11-12 02:40:25,380.0,17.0,192.0,77.0,282.0,7.0,29.0,4749,18,True,2,,,,,,,120.0,8.0,8.0,,,,
49,NixOps,NixOS/nixops,"The official Nix deployment tool, compatible with AWS, Hetzner, and more.",deployment-tools,https://github.com/NixOS/nixops,https://github.com/NixOS/nixops,LGPL-3.0,2011-10-24 15:49:58,2025-12-28 16:45:15,2025-12-28 16:45:15,3603.0,2.0,355.0,55.0,606.0,311.0,539.0,2097,18,True,1,,,,,,,159.0,,,,,,
50,nix-ld,nix-community/nix-ld,Run unpatched dynamic binaries on NixOS.,development,https://github.com/nix-community/nix-ld,https://github.com/nix-community/nix-ld,MIT,2020-11-15 09:46:18,2025-12-29 08:47:05,2025-12-29 08:44:25,484.0,30.0,21.0,13.0,175.0,10.0,30.0,1492,18,True,1,,2025-10-01 21:29:45,2.0.6,,,16.0,17.0,,,,,,
51,comma,nix-community/comma,Quickly run any binary; wraps together `nix run` and `nix-index`.,command-line-tools,https://github.com/nix-community/comma,https://github.com/nix-community/comma,MIT,2020-04-28 22:00:21,2025-12-08 12:48:18,2025-12-08 12:48:09,206.0,7.0,56.0,42.0,70.0,6.0,38.0,1478,18,True,1,,2025-07-29 12:52:53,2.3.3,,,23.0,28.0,,,,,,
52,digga,divnix/digga,"A Nix flake utility library to structure your home, system, and development configurations.",development,https://github.com/divnix/digga,https://github.com/divnix/digga,MIT,2019-11-12 22:28:16,2024-05-17 10:20:04,2024-05-17 10:19:41,1358.0,,104.0,22.0,248.0,28.0,172.0,1023,18,False,1,,2022-04-02 22:16:50,0.11.0,,,4.0,53.0,,,,,,
53,Jovian-NixOS,Jovian-Experiments/Jovian-NixOS,NixOS modules for gaming with Steam Deck compatibility.,nixos-modules,https://github.com/Jovian-Experiments/Jovian-NixOS,https://github.com/Jovian-Experiments/Jovian-NixOS,MIT,2022-03-23 02:29:23,2026-01-08 16:03:06,2026-01-08 16:02:46,1468.0,91.0,77.0,24.0,342.0,41.0,116.0,876,18,True,2,,,,,,,22.0,,,,,,
54,comin,nlewo/comin,A deployment tool to continuously pull from Git repositories.,deployment-tools,https://github.com/nlewo/comin,https://github.com/nlewo/comin,MIT,2022-12-10 09:13:26,2026-01-11 18:08:05,2026-01-11 06:57:37,350.0,50.0,39.0,7.0,75.0,30.0,26.0,793,18,True,1,,2026-01-01 10:31:00,0.10.0,,,11.0,19.0,,,,,,
55,vulnix,nix-community/vulnix,Vulnerability (CVE) scanner for Nix/NixOS.,security,https://github.com/nix-community/vulnix,https://github.com/nix-community/vulnix,BSD-3-Clause,2016-06-27 08:08:54,2026-01-05 12:06:29,2026-01-05 12:06:22,365.0,3.0,40.0,13.0,76.0,18.0,55.0,690,18,True,1,,2025-10-20 07:01:44,1.12.2,,,6.0,27.0,3.0,3.0,,,,
56,nixpkgs-wayland,nix-community/nixpkgs-wayland,Bleeding-edge Wayland packages.,overlays,https://github.com/nix-community/nixpkgs-wayland,https://github.com/nix-community/nixpkgs-wayland,,2018-10-24 01:30:44,2026-01-04 17:51:04,2026-01-04 17:50:40,10854.0,219.0,45.0,6.0,266.0,46.0,189.0,587,18,True,2,,,,,,,34.0,,,,,,
57,lix,lix-project/lix,"A modern, delicious implementation of the Nix package manager, focused on correctness, usability, and growth.",command-line-tools,https://github.com/lix-project/lix,https://github.com/lix-project/lix,LGPL-2.1,2024-02-26 00:52:04,2026-01-11 13:13:22,2026-01-11 12:50:47,18766.0,335.0,14.0,9.0,17.0,,,499,18,True,1,,,,,,,699.0,4.0,4.0,,,,
58,vscode-nix-ide,nix-community/vscode-nix-ide,Nix language support for Visual Studio Code.,editors-and-ides,https://github.com/nix-community/vscode-nix-ide,https://github.com/nix-community/vscode-nix-ide,MIT,2020-07-12 23:06:57,2026-01-01 11:07:19,2025-12-27 09:21:04,475.0,35.0,38.0,6.0,441.0,15.0,66.0,454,18,True,2,,2025-12-27 09:14:59,0.5.5,441.0,7.0,40.0,34.0,,,,,,
59,nix-fast-build,Mic92/nix-fast-build,Combine the power of nix-eval-jobs with nix-output-monitor to speed-up your evaluation and building process.,development,https://github.com/Mic92/nix-fast-build,https://github.com/Mic92/nix-fast-build,MIT,2023-09-08 08:11:43,2026-01-11 03:57:18,2026-01-11 03:57:17,391.0,73.0,25.0,4.0,243.0,12.0,27.0,434,18,True,1,,2025-08-14 13:07:18,1.3.0,,,4.0,15.0,,,,,,
60,ngipkgs,ngi-nix/ngipkgs,Nix packages and services for projects supported through the NGI program.,overlays,https://github.com/ngi-nix/ngipkgs,https://github.com/ngi-nix/ngipkgs,MIT,2023-02-14 11:21:46,2026-01-09 10:41:43,2026-01-08 09:29:43,1712.0,235.0,51.0,6.0,923.0,317.0,692.0,72,18,True,2,,,,,,,62.0,,,,,,
61,dustinlyons/nixos-config,dustinlyons/nixos-config,General purpose Nix configuration for macOS / NixOS (with starter templates).,nix-configurations,https://github.com/dustinlyons/nixos-config,https://github.com/dustinlyons/nixos-config,BSD-3-Clause,2021-10-22 07:25:20,2026-01-03 21:32:03,2026-01-03 21:32:03,2336.0,18.0,188.0,17.0,39.0,28.0,84.0,3294,17,True,2,,,,,,,18.0,,,,,,
62,nh,nix-community/nh,"Better output for `nix`, `nixos-rebuild`, `home-manager` and nix-darwin CLI leveraging `dix` and `nix-output-monitor`.",command-line-tools,https://github.com/nix-community/nh,https://github.com/nix-community/nh,EUPL-1.2,2022-02-08 19:42:42,2026-01-11 18:49:45,2026-01-08 20:22:06,947.0,156.0,81.0,5.0,218.0,62.0,229.0,2264,17,True,2,,,,,,,44.0,1.0,1.0,,,,
63,hlissner/dotfiles,hlissner/dotfiles,A comprehensive NixOS configuration example with detailed module structure.,nix-configurations,https://github.com/hlissner/dotfiles,https://github.com/hlissner/dotfiles,MIT,2013-03-01 08:33:14,2025-12-31 08:35:40,2025-12-31 08:34:23,2683.0,38.0,99.0,41.0,10.0,4.0,25.0,1869,17,True,2,-1.0,,,,,,7.0,,,,,,
64,nix-output-monitor,maralorn/nix-output-monitor,A tool to produce useful graphs and statistics when building derivations.,command-line-tools,https://github.com/maralorn/nix-output-monitor,https://github.com/maralorn/nix-output-monitor,AGPL-3.0,2020-10-03 14:25:34,2026-01-09 06:02:18,2026-01-09 05:02:40,653.0,86.0,44.0,9.0,62.0,87.0,92.0,1349,17,True,2,,2022-10-15 10:21:00,2.0.0.0,,,18.0,23.0,,,,,,
65,nix-init,nix-community/nix-init,"Generate Nix packages from URLs with hash prefetching, dependency inference, license detection, and more.",command-line-tools,https://github.com/nix-community/nix-init,https://github.com/nix-community/nix-init,MPL-2.0,2023-01-18 19:45:48,2026-01-10 20:47:59,2026-01-10 20:47:56,1096.0,21.0,37.0,4.0,602.0,32.0,31.0,1232,17,True,2,,2024-08-16 05:45:38,0.3.1,,,10.0,13.0,1.0,1.0,,,,
66,morph,DBCDK/morph,A tool for managing existing NixOS hosts.,deployment-tools,https://github.com/DBCDK/morph,https://github.com/DBCDK/morph,MIT,2018-09-24 08:05:12,2025-11-24 09:26:17,2025-11-24 09:26:09,406.0,3.0,69.0,26.0,149.0,53.0,60.0,1011,17,True,1,,2024-10-23 08:41:20,1.8.0,,,10.0,33.0,,,,,,
67,fenix,nix-community/fenix,Rust toolchains and Rust analyzer nightly for nix.,programming-languages,https://github.com/nix-community/fenix,https://github.com/nix-community/fenix,MPL-2.0,2021-01-02 22:51:56,2026-01-11 07:12:30,2026-01-11 06:43:45,2521.0,100.0,62.0,9.0,116.0,32.0,70.0,964,17,True,2,,,,,,,31.0,,,['rust'],,,
